student_id,academic_year,year,department
mb826,2019 - 2020,1,BIOL
am604,2019 - 2020,1,ARTS
tb375,2019 - 2020,1,PHAS
ao652,2019 - 2020,1,PHIL
bs322,2019 - 2020,1,BIOL
hb131,2019 - 2020,1,ARTS
cf465,2019 - 2020,1,EDUC
mh487,2019 - 2020,1,POSC
bw668,2019 - 2020,1,HIST
st483,2019 - 2020,1,GERM
sj538,2019 - 2020,1,ARTS
kf825,2019 - 2020,1,PBSC
lh892,2019 - 2020,1,ENST
cc903,2019 - 2020,1,POSC
ew842,2019 - 2020,1,HIST
pe366,2019 - 2020,1,BIOL
ab386,2019 - 2020,1,COSC
bl653,2019 - 2020,1,MUSI
kb397,2019 - 2020,1,ENGL
aw967,2019 - 2020,1,ECON
tc789,2019 - 2020,1,POSC
cc447,2019 - 2020,1,ENGL
hi690,2019 - 2020,1,ECON
nf397,2019 - 2020,1,EDUC
rg103,2019 - 2020,1,RMLL
rs851,2019 - 2020,1,HIST
cs956,2019 - 2020,1,PHIL
ap103,2019 - 2020,1,PHIL
jg474,2019 - 2020,1,EDUC
as834,2019 - 2020,1,PHIL
ap227,2019 - 2020,1,ENST
rg962,2019 - 2020,1,COSC
jw462,2019 - 2020,1,BIOL
bd710,2019 - 2020,1,ARTS
rb610,2019 - 2020,1,THEA
ap901,2019 - 2020,1,SOAN
js591,2019 - 2020,1,PBSC
jm820,2019 - 2020,1,EEGS
mc474,2019 - 2020,1,WRIT
pj668,2019 - 2020,1,RELG
ad914,2019 - 2020,1,PHIL
rg259,2019 - 2020,1,HIST
tb118,2019 - 2020,1,PHIL
kc504,2019 - 2020,1,PBSC
wl960,2019 - 2020,1,EALL
cw208,2019 - 2020,1,ENGL
rj879,2019 - 2020,1,ENGL
ms243,2019 - 2020,1,PBSC
mm902,2019 - 2020,1,GERM
dj305,2019 - 2020,1,SOAN
jb409,2019 - 2020,1,HIST
mm381,2019 - 2020,1,ECON
mv576,2019 - 2020,1,ENGL
cr839,2019 - 2020,1,HIST
ah364,2019 - 2020,1,ARTS
pr331,2019 - 2020,1,RELG
cw162,2019 - 2020,1,POSC
lg631,2019 - 2020,1,RELG
jc247,2019 - 2020,1,PHAS
td920,2019 - 2020,1,ENGL
cs334,2019 - 2020,1,ARTS
wg713,2019 - 2020,1,POSC
rj460,2019 - 2020,1,ECON
jj953,2019 - 2020,1,EALL
mw775,2019 - 2020,1,ENST
na682,2019 - 2020,1,GERM
tk305,2019 - 2020,1,POSC
mn748,2019 - 2020,1,ARTS
bw609,2019 - 2020,1,COSC
ss358,2019 - 2020,1,PHIL
jc307,2019 - 2020,1,EEGS
ef503,2019 - 2020,1,WRIT
kf519,2019 - 2020,1,BIOL
sr144,2019 - 2020,1,RMLL
js544,2019 - 2020,1,THEA
rh162,2019 - 2020,1,PHAS
eb489,2019 - 2020,1,HIST
jn172,2019 - 2020,1,HIST
sh574,2019 - 2020,1,THEA
kl951,2019 - 2020,1,RMLL
ec930,2019 - 2020,1,ENGL
sj312,2019 - 2020,1,ARTS
dh759,2019 - 2020,1,RELG
js787,2019 - 2020,1,RELG
sj122,2019 - 2020,1,ENGL
cs245,2019 - 2020,1,COSC
vb553,2019 - 2020,1,PBSC
je616,2019 - 2020,1,MUSI
bf851,2019 - 2020,1,EEGS
sj570,2019 - 2020,1,ENGL
tp794,2019 - 2020,1,ECON
pw530,2019 - 2020,1,MELL
js618,2019 - 2020,1,BIOL
td233,2019 - 2020,1,RMLL
hh253,2019 - 2020,1,ECON
tr919,2019 - 2020,1,PHIL
hp326,2019 - 2020,1,HIST
cb602,2019 - 2020,1,BIOL
dr871,2019 - 2020,1,ENGL
jh175,2019 - 2020,1,EDUC
sc977,2019 - 2020,1,CLAS
rb146,2019 - 2020,1,EDUC
wl170,2019 - 2020,1,HIST
bw650,2019 - 2020,1,HIST
jp658,2019 - 2020,1,MUSI
tf432,2019 - 2020,1,SOAN
tl779,2019 - 2020,1,ARTS
lr470,2019 - 2020,1,MATH
lp146,2019 - 2020,1,THEA
ap321,2019 - 2020,1,HIST
bs581,2019 - 2020,1,GERM
ac661,2019 - 2020,1,PBSC
dc172,2019 - 2020,1,ENST
rd692,2019 - 2020,1,EEGS
dw304,2019 - 2020,1,ECON
tr908,2019 - 2020,1,EALL
mm860,2019 - 2020,1,PHAS
ga875,2019 - 2020,1,GEOG
ks416,2019 - 2020,1,EEGS
dh415,2019 - 2020,1,POSC
zg130,2019 - 2020,1,ECON
tw327,2019 - 2020,1,ENGL
vo596,2019 - 2020,1,EALL
dn752,2019 - 2020,1,THEA
bs282,2019 - 2020,1,EDUC
jl343,2019 - 2020,1,COSC
bm452,2019 - 2020,1,RMLL
jg741,2019 - 2020,1,ARTS
rt154,2019 - 2020,1,EEGS
wf163,2019 - 2020,1,HIST
gg961,2019 - 2020,1,ECON
bm982,2019 - 2020,1,CHEM
da763,2019 - 2020,1,WRIT
tb562,2019 - 2020,1,HIST
ma424,2019 - 2020,1,RMLL
ab147,2019 - 2020,1,PBSC
rs144,2019 - 2020,1,ECON
ll628,2019 - 2020,1,SOAN
aw116,2019 - 2020,1,WRIT
hc289,2019 - 2020,1,EALL
cs664,2019 - 2020,1,PHAS
ep173,2019 - 2020,1,WRIT
kw347,2019 - 2020,1,HIST
nh599,2019 - 2020,1,ENST
mh795,2019 - 2020,1,COSC
hg667,2019 - 2020,1,PHIL
kj666,2019 - 2020,1,CLAS
eb613,2019 - 2020,1,MUSI
rs344,2019 - 2020,1,ECON
bm160,2019 - 2020,1,ARTS
sc325,2019 - 2020,1,RELG
er553,2019 - 2020,1,SOAN
cr228,2019 - 2020,1,ENGL
tc869,2019 - 2020,1,SOAN
bp272,2019 - 2020,1,HIST
sm563,2019 - 2020,1,HIST
np342,2019 - 2020,1,SOAN
ab584,2019 - 2020,1,CHEM
bh197,2019 - 2020,1,PHAS
ct782,2019 - 2020,1,ECON
jm992,2019 - 2020,1,GERM
jg832,2019 - 2020,1,ARTS
dg847,2019 - 2020,1,EDUC
lr427,2019 - 2020,1,ARTS
js795,2019 - 2020,1,PBSC
cm540,2019 - 2020,1,COSC
pw763,2019 - 2020,1,MUSI
pj686,2019 - 2020,1,ARTS
np554,2019 - 2020,1,ARTS
jb877,2019 - 2020,1,COSC
mp683,2019 - 2020,1,BIOL
jm353,2019 - 2020,1,PHAS
td168,2019 - 2020,1,SOAN
mv373,2019 - 2020,1,SOAN
wc851,2019 - 2020,1,EEGS
jh595,2019 - 2020,1,RELG
wm501,2019 - 2020,1,PBSC
cm777,2019 - 2020,1,SOAN
jc284,2019 - 2020,1,CLAS
ah395,2019 - 2020,1,ENGL
cg825,2019 - 2020,1,WRIT
lg399,2019 - 2020,1,WRIT
pf984,2019 - 2020,1,EDUC
of718,2019 - 2020,1,RMLL
tt368,2019 - 2020,1,EDUC
mb105,2019 - 2020,1,RELG
bw978,2019 - 2020,1,HIST
kc330,2019 - 2020,1,RELG
dk336,2019 - 2020,1,PHIL
sb578,2019 - 2020,1,HIST
cb107,2019 - 2020,1,RELG
pj191,2019 - 2020,1,ENGL
mm955,2019 - 2020,1,ARTS
wt506,2019 - 2020,1,ARTS
cb430,2019 - 2020,1,PHAS
ac169,2019 - 2020,1,ECON
rw608,2019 - 2020,1,MATH
jo110,2019 - 2020,1,PHAS
ab474,2019 - 2020,1,CHEM
ab561,2019 - 2020,1,HIST
rc775,2019 - 2020,1,EEGS
dt607,2019 - 2020,1,RELG
ah150,2019 - 2020,1,ECON
eh381,2019 - 2020,1,EALL
cg677,2019 - 2020,1,COSC
ba793,2019 - 2020,1,SOAN
sw378,2019 - 2020,1,PBSC
ac307,2019 - 2020,1,ENST
js961,2019 - 2020,1,COSC
bo672,2019 - 2020,1,EDUC
ka358,2019 - 2020,1,CHEM
wp625,2019 - 2020,1,PHIL
cm190,2019 - 2020,1,COSC
er913,2019 - 2020,1,POSC
dd974,2019 - 2020,1,SOAN
em918,2019 - 2020,1,ECON
cc517,2019 - 2020,1,POSC
ph486,2019 - 2020,1,GERM
jr164,2019 - 2020,1,CHEM
sf456,2019 - 2020,1,GERM
rm758,2019 - 2020,1,RMLL
bf733,2019 - 2020,1,RELG
kh371,2019 - 2020,1,ENGL
rw972,2019 - 2020,1,ENST
ht370,2019 - 2020,1,EEGS
lk539,2019 - 2020,1,GERM
ra556,2019 - 2020,1,POSC
sc559,2019 - 2020,1,HIST
jb518,2019 - 2020,1,RELG
bt518,2019 - 2020,1,SOAN
nc252,2019 - 2020,1,POSC
db882,2019 - 2020,1,EALL
at997,2019 - 2020,1,WRIT
am652,2019 - 2020,1,ARTS
ji643,2019 - 2020,1,CHEM
ss669,2019 - 2020,1,ECON
ab727,2019 - 2020,1,POSC
cg694,2019 - 2020,1,CLAS
lo529,2019 - 2020,1,RELG
sv929,2019 - 2020,1,CHEM
ks821,2019 - 2020,1,ARTS
mm962,2019 - 2020,1,GERM
aw119,2019 - 2020,1,PBSC
nw425,2019 - 2020,1,RELG
kt287,2019 - 2020,1,POSC
bc509,2019 - 2020,1,ENST
jb984,2019 - 2020,1,EDUC
jg843,2019 - 2020,1,ENST
tc808,2019 - 2020,1,PHIL
gc638,2019 - 2020,1,HIST
cb830,2019 - 2020,1,PHIL
rs407,2019 - 2020,1,RMLL
db814,2019 - 2020,1,BIOL
lt932,2019 - 2020,1,HIST
tw892,2019 - 2020,1,SOAN
ds795,2019 - 2020,1,EDUC
cb130,2019 - 2020,1,ARTS
cg113,2019 - 2020,1,CLAS
am475,2019 - 2020,1,CHEM
jj306,2019 - 2020,1,SOAN
sn176,2019 - 2020,1,EDUC
th311,2019 - 2020,1,PHAS
sn966,2019 - 2020,1,COSC
jg143,2019 - 2020,1,PHAS
sj321,2019 - 2020,1,EEGS
hg701,2019 - 2020,1,WRIT
mn290,2019 - 2020,1,CLAS
nn454,2019 - 2020,1,GEOG
bs663,2019 - 2020,1,EDUC
jb655,2019 - 2020,1,SOAN
tg385,2019 - 2020,1,BIOL
ad528,2019 - 2020,1,POSC
ct917,2019 - 2020,1,GEOG
jl205,2019 - 2020,1,EDUC
jh996,2019 - 2020,1,POSC
sf805,2019 - 2020,1,CHEM
as254,2019 - 2020,1,WRIT
aa535,2019 - 2020,1,EDUC
kr716,2019 - 2020,1,RELG
hr467,2019 - 2020,1,CLAS
ph280,2019 - 2020,1,POSC
mb700,2019 - 2020,1,PHAS
my589,2019 - 2020,1,SOAN
dm107,2019 - 2020,1,EDUC
sk100,2019 - 2020,1,RELG
ab372,2019 - 2020,1,GERM
eg315,2019 - 2020,1,ENGL
jc638,2019 - 2020,1,RELG
tc688,2019 - 2020,1,PHIL
jc660,2019 - 2020,1,PHIL
ch870,2019 - 2020,1,RELG
kh280,2019 - 2020,1,EALL
mr502,2019 - 2020,1,POSC
tm721,2019 - 2020,1,EDUC
jd585,2019 - 2020,1,CLAS
sh677,2019 - 2020,1,POSC
jb969,2019 - 2020,1,ARTS
ka602,2019 - 2020,1,PHAS
ab307,2019 - 2020,1,BIOL
jj328,2019 - 2020,1,ENGL
rp476,2019 - 2020,1,ARTS
mg594,2019 - 2020,1,MUSI
jb704,2019 - 2020,1,HIST
jc633,2019 - 2020,1,BIOL
ch402,2019 - 2020,1,MUSI
cg546,2019 - 2020,1,BIOL
wd357,2019 - 2020,1,PHAS
sw390,2019 - 2020,1,CHEM
cp601,2019 - 2020,1,COSC
jm718,2019 - 2020,1,BIOL
ap196,2019 - 2020,1,EDUC
mt856,2019 - 2020,1,EDUC
nr816,2019 - 2020,1,HIST
nd148,2019 - 2020,1,ENST
tw104,2019 - 2020,1,ENGL
ms374,2019 - 2020,1,PBSC
tb498,2019 - 2020,1,ENGL
jh635,2019 - 2020,1,POSC
mb765,2019 - 2020,1,ENST
lr757,2019 - 2020,1,ARTS
lj502,2019 - 2020,1,ENGL
jj296,2019 - 2020,1,PHAS
sm771,2019 - 2020,1,ECON
rm835,2019 - 2020,1,HIST
de158,2019 - 2020,1,HIST
vr485,2019 - 2020,1,RMLL
cy993,2019 - 2020,1,EDUC
wt638,2019 - 2020,1,EEGS
mw122,2019 - 2020,1,BIOL
dm795,2019 - 2020,1,SOAN
rd789,2019 - 2020,1,EDUC
eh432,2019 - 2020,1,RELG
sc939,2019 - 2020,1,ARTS
ng352,2019 - 2020,1,COSC
vw471,2019 - 2020,1,RMLL
cw438,2019 - 2020,1,PHAS
jw767,2019 - 2020,1,PBSC
ah704,2019 - 2020,1,HIST
hb163,2019 - 2020,1,BIOL
rg826,2019 - 2020,1,ARTS
rm134,2019 - 2020,1,SOAN
md327,2019 - 2020,1,HIST
ml551,2019 - 2020,1,CLAS
kp519,2019 - 2020,1,HIST
rw844,2019 - 2020,1,HIST
jc389,2019 - 2020,1,WRIT
dt961,2019 - 2020,1,SOAN
eg189,2019 - 2020,1,ARTS
wc118,2019 - 2020,1,PHIL
dr985,2019 - 2020,1,ARTS
cd361,2019 - 2020,1,BIOL
ar970,2019 - 2020,1,ARTS
kr953,2019 - 2020,1,PHIL
mb208,2019 - 2020,1,BIOL
es342,2019 - 2020,1,POSC
rr644,2019 - 2020,1,HIST
kt978,2019 - 2020,1,POSC
tb865,2019 - 2020,1,CHEM
aj690,2019 - 2020,1,MATH
kp431,2019 - 2020,1,HIST
jv335,2019 - 2020,1,CLAS
es268,2019 - 2020,1,ENGL
ab911,2019 - 2020,1,WRIT
ca522,2019 - 2020,1,EDUC
ch885,2019 - 2020,1,GERM
mh221,2019 - 2020,1,POSC
jc461,2019 - 2020,1,THEA
kk944,2019 - 2020,1,ENGL
ds929,2019 - 2020,1,CHEM
df148,2019 - 2020,1,GEOG
mj195,2019 - 2020,1,ENGL
jf257,2019 - 2020,1,BIOL
ej992,2019 - 2020,1,RMLL
ew971,2019 - 2020,1,RMLL
ds227,2019 - 2020,1,GERM
es975,2019 - 2020,1,PHAS
sm211,2019 - 2020,1,COSC
bv967,2019 - 2020,1,POSC
jn915,2019 - 2020,1,ARTS
jr985,2019 - 2020,1,COSC
mw492,2019 - 2020,1,ENGL
mg596,2019 - 2020,1,PHIL
th495,2019 - 2020,1,GEOG
mt427,2019 - 2020,1,BIOL
kh607,2019 - 2020,1,POSC
ah125,2019 - 2020,1,SOAN
bp645,2019 - 2020,1,BIOL
jm888,2019 - 2020,1,RMLL
cp297,2019 - 2020,1,GEOG
hm416,2019 - 2020,1,POSC
jc437,2019 - 2020,1,ENGL
mb799,2019 - 2020,1,EDUC
jf703,2019 - 2020,1,MATH
jn936,2019 - 2020,1,CLAS
rg769,2019 - 2020,1,ARTS
jb344,2019 - 2020,1,GEOG
jl273,2019 - 2020,1,ENST
jb494,2019 - 2020,1,EALL
dh615,2019 - 2020,1,CHEM
mc704,2019 - 2020,1,RMLL
md403,2019 - 2020,1,WRIT
mm206,2019 - 2020,1,SOAN
rg979,2019 - 2020,1,PHAS
rs499,2019 - 2020,1,RMLL
dg766,2019 - 2020,1,RELG
ms975,2019 - 2020,1,ARTS
ks837,2019 - 2020,1,ENGL
eb949,2019 - 2020,1,CHEM
gc370,2019 - 2020,1,CHEM
aj483,2019 - 2020,1,GERM
nd313,2019 - 2020,1,CLAS
sb706,2019 - 2020,1,HIST
ml799,2019 - 2020,1,HIST
ms541,2019 - 2020,1,GERM
ec868,2019 - 2020,1,COSC
cp454,2019 - 2020,1,HIST
dt194,2019 - 2020,1,PHAS
sj741,2019 - 2020,1,HIST
ae589,2019 - 2020,1,THEA
cf810,2019 - 2020,1,PBSC
jc858,2019 - 2020,1,ENST
ar963,2019 - 2020,1,ARTS
ah126,2019 - 2020,1,EDUC
ss349,2019 - 2020,1,COSC
jm174,2019 - 2020,1,POSC
js767,2019 - 2020,1,SOAN
gh399,2019 - 2020,1,ARTS
as789,2019 - 2020,1,RELG
gb215,2019 - 2020,1,SOAN
wp679,2019 - 2020,1,RMLL
es358,2019 - 2020,1,HIST
ks153,2019 - 2020,1,POSC
jw358,2019 - 2020,1,COSC
mn934,2019 - 2020,1,BIOL
kc882,2019 - 2020,1,EDUC
lm818,2019 - 2020,1,ENGL
ah834,2019 - 2020,1,SOAN
cm690,2019 - 2020,1,ECON
ad485,2019 - 2020,1,HIST
mm647,2019 - 2020,1,EDUC
mb482,2019 - 2020,1,BIOL
ds314,2019 - 2020,1,WRIT
ad255,2019 - 2020,1,ARTS
mg969,2019 - 2020,1,ENGL
sb568,2019 - 2020,1,COSC
mb171,2019 - 2020,1,CLAS
ns652,2019 - 2020,1,BIOL
tc485,2019 - 2020,1,CLAS
tc866,2019 - 2020,1,MUSI
ah902,2019 - 2020,1,THEA
je224,2019 - 2020,1,CHEM
cs615,2019 - 2020,1,BIOL
mh285,2019 - 2020,1,HIST
kt631,2019 - 2020,1,PHIL
lb964,2019 - 2020,1,THEA
sw215,2019 - 2020,1,EDUC
tc558,2019 - 2020,1,COSC
jb315,2019 - 2020,1,RMLL
pr278,2019 - 2020,1,GEOG
ta848,2019 - 2020,1,SOAN
hp860,2019 - 2020,1,EDUC
tm420,2019 - 2020,1,MUSI
mm982,2019 - 2020,1,HIST
hw855,2019 - 2020,1,GEOG
jb260,2019 - 2020,1,GEOG
pw713,2019 - 2020,1,SOAN
dg104,2019 - 2020,1,EDUC
tr813,2019 - 2020,1,EALL
tm831,2019 - 2020,1,HIST
go406,2019 - 2020,1,COSC
rs546,2019 - 2020,1,MELL
mc963,2019 - 2020,1,ARTS
rm971,2019 - 2020,1,HIST
ew147,2019 - 2020,1,SOAN
ks175,2019 - 2020,1,ENGL
ch975,2019 - 2020,1,EDUC
wb919,2019 - 2020,1,RELG
js607,2019 - 2020,1,BIOL
jc283,2019 - 2020,1,ENGL
rm935,2019 - 2020,1,BIOL
pm854,2019 - 2020,1,POSC
bw335,2019 - 2020,1,ENGL
nr570,2019 - 2020,1,ENGL
tr911,2019 - 2020,1,PBSC
ra922,2019 - 2020,1,POSC
sg806,2019 - 2020,1,CHEM
md842,2019 - 2020,1,ENST
ss572,2019 - 2020,1,EDUC
km112,2019 - 2020,1,ARTS
bp502,2019 - 2020,1,ENGL
tb214,2019 - 2020,1,RELG
lh991,2019 - 2020,1,HIST
jf319,2019 - 2020,1,SOAN
jc699,2019 - 2020,1,ECON
dh495,2019 - 2020,1,GEOG
np292,2019 - 2020,1,POSC
rs190,2019 - 2020,1,RELG
mc222,2019 - 2020,1,BIOL
gc513,2019 - 2020,1,COSC
hc862,2019 - 2020,1,HIST
ma850,2019 - 2020,1,MATH
bp838,2019 - 2020,1,HIST
aw419,2019 - 2020,1,ARTS
jc115,2019 - 2020,1,PBSC
pk218,2019 - 2020,1,ARTS
wl471,2019 - 2020,1,RMLL
ad922,2019 - 2020,1,THEA
yc640,2019 - 2020,1,SOAN
bg679,2019 - 2020,1,HIST
jm130,2019 - 2020,1,PBSC
kr990,2019 - 2020,1,GERM
ba138,2019 - 2020,1,SOAN
jl241,2019 - 2020,1,EALL
db206,2019 - 2020,1,CHEM
mm808,2019 - 2020,1,HIST
kr177,2019 - 2020,1,EALL
jr476,2019 - 2020,1,RELG
kc321,2019 - 2020,1,CLAS
ea736,2019 - 2020,1,BIOL
jl268,2019 - 2020,1,RMLL
jg809,2019 - 2020,1,EDUC
jt802,2019 - 2020,1,THEA
lh374,2019 - 2020,1,RELG
gy935,2019 - 2020,1,POSC
as976,2019 - 2020,1,EEGS
mm183,2019 - 2020,1,WRIT
rs975,2019 - 2020,1,WRIT
jb770,2019 - 2020,1,ECON
rb803,2019 - 2020,1,ENGL
jb526,2019 - 2020,1,EALL
rb428,2019 - 2020,1,BIOL
je834,2019 - 2020,1,EEGS
dk766,2019 - 2020,1,MUSI
hs421,2019 - 2020,1,EDUC
rs661,2019 - 2020,1,ARTS
hl883,2019 - 2020,1,EEGS
ts217,2019 - 2020,1,CHEM
ke803,2019 - 2020,1,PBSC
df345,2019 - 2020,1,BIOL
hb515,2019 - 2020,1,HIST
ks519,2019 - 2020,1,ECON
jt244,2019 - 2020,1,POSC
nk711,2019 - 2020,1,ENST
jm986,2019 - 2020,1,MATH
kj178,2019 - 2020,1,GEOG
jg860,2019 - 2020,1,COSC
co345,2019 - 2020,1,BIOL
da328,2019 - 2020,1,HIST
ss399,2019 - 2020,1,ENGL
ec828,2019 - 2020,1,HIST
aw862,2019 - 2020,1,BIOL
aa545,2019 - 2020,1,CLAS
ag395,2019 - 2020,1,GEOG
gh519,2019 - 2020,1,HIST
jf150,2019 - 2020,1,GERM
sr742,2019 - 2020,1,RMLL
al163,2019 - 2020,1,BIOL
cb502,2019 - 2020,1,CLAS
ss501,2019 - 2020,1,HIST
tk387,2019 - 2020,1,HIST
kg926,2019 - 2020,1,SOAN
eb126,2019 - 2020,1,HIST
jp879,2019 - 2020,1,PBSC
mf446,2019 - 2020,2,WRIT
md529,2019 - 2020,2,MATH
mm999,2019 - 2020,2,HIST
gw208,2019 - 2020,1,POSC
jh904,2019 - 2020,1,ARTS
vp116,2019 - 2020,2,EALL
wb419,2019 - 2020,2,THEA
hr335,2019 - 2020,1,SOAN
jh322,2019 - 2020,1,CHEM
jp733,2019 - 2020,1,HIST
dm675,2019 - 2020,2,ARTS
ca249,2019 - 2020,2,SOAN
hw964,2019 - 2020,1,ARTS
rr282,2019 - 2020,1,ECON
tn597,2019 - 2020,1,CHEM
am628,2019 - 2020,1,HIST
sn450,2019 - 2020,2,ENGL
cp521,2019 - 2020,1,WRIT
sc476,2019 - 2020,1,MELL
kc585,2019 - 2020,1,ECON
th410,2019 - 2020,2,POSC
kw477,2019 - 2020,2,COSC
bm135,2019 - 2020,1,CHEM
jg125,2019 - 2020,1,ECON
ap660,2019 - 2020,1,MELL
jf786,2019 - 2020,2,RELG
bc234,2019 - 2020,1,ECON
jt256,2019 - 2020,2,RELG
jr791,2019 - 2020,1,MUSI
hc772,2019 - 2020,1,ENGL
cj411,2019 - 2020,1,ECON
vf256,2019 - 2020,1,RMLL
cb960,2019 - 2020,1,RELG
cb508,2019 - 2020,1,EDUC
jh737,2019 - 2020,2,HIST
lw964,2019 - 2020,2,PBSC
ss846,2019 - 2020,2,ECON
rw637,2019 - 2020,1,HIST
dg877,2019 - 2020,2,PBSC
cr585,2019 - 2020,1,MATH
ad344,2019 - 2020,1,ARTS
aw263,2019 - 2020,2,EDUC
kc762,2019 - 2020,2,SOAN
ra775,2019 - 2020,2,RMLL
st934,2019 - 2020,1,EEGS
jw143,2019 - 2020,2,POSC
pl416,2019 - 2020,1,POSC
jl166,2019 - 2020,2,GERM
jc112,2019 - 2020,1,PHAS
er421,2019 - 2020,1,HIST
jw214,2019 - 2020,1,COSC
lr159,2019 - 2020,2,MATH
dj316,2019 - 2020,1,WRIT
lw230,2019 - 2020,1,EEGS
at328,2019 - 2020,2,HIST
ah672,2019 - 2020,1,EDUC
gj249,2019 - 2020,2,PBSC
vh964,2019 - 2020,2,ECON
js885,2019 - 2020,2,SOAN
cg138,2019 - 2020,2,RELG
jl909,2019 - 2020,2,SOAN
df617,2019 - 2020,2,POSC
sh317,2019 - 2020,2,PHAS
vm273,2019 - 2020,2,RMLL
db588,2019 - 2020,2,ENGL
ap101,2019 - 2020,2,SOAN
sm245,2019 - 2020,2,ENGL
zm450,2019 - 2020,2,SOAN
na443,2019 - 2020,2,THEA
et802,2019 - 2020,2,CHEM
bd547,2019 - 2020,2,ARTS
nc438,2019 - 2020,2,MATH
jw802,2019 - 2020,2,SOAN
jg757,2019 - 2020,2,EDUC
fw929,2019 - 2020,2,PBSC
aw566,2019 - 2020,2,GEOG
sm852,2019 - 2020,2,MUSI
jg766,2019 - 2020,2,PHIL
dc833,2019 - 2020,2,BIOL
zb441,2019 - 2020,2,PHAS
ec805,2019 - 2020,2,POSC
dh621,2019 - 2020,2,PHAS
gf113,2019 - 2020,2,ECON
dk663,2019 - 2020,2,MATH
dt699,2019 - 2020,2,CHEM
bm634,2019 - 2020,2,GERM
rh294,2019 - 2020,2,CHEM
dg342,2019 - 2020,2,EALL
jp493,2019 - 2020,2,PBSC
ed275,2019 - 2020,2,EALL
dk232,2019 - 2020,2,COSC
tg137,2019 - 2020,2,ECON
sm148,2019 - 2020,2,PHIL
ja679,2019 - 2020,2,GERM
kw515,2019 - 2020,2,BIOL
mb358,2019 - 2020,2,POSC
nh573,2019 - 2020,2,RELG
rh343,2019 - 2020,2,POSC
vd796,2019 - 2020,2,ARTS
wp151,2019 - 2020,2,ENGL
dh520,2019 - 2020,2,RMLL
ag521,2019 - 2020,2,COSC
jr554,2019 - 2020,2,EEGS
mf158,2019 - 2020,2,PBSC
bj496,2019 - 2020,2,EDUC
mr317,2019 - 2020,2,BIOL
tl516,2019 - 2020,2,HIST
jk529,2019 - 2020,2,EDUC
jc840,2019 - 2020,2,ENST
jc120,2019 - 2020,2,ARTS
mr602,2019 - 2020,2,ENST
jg325,2019 - 2020,2,BIOL
ew232,2019 - 2020,2,GERM
an760,2019 - 2020,2,ENGL
cl999,2019 - 2020,2,ENGL
mb994,2019 - 2020,2,ENGL
jr174,2019 - 2020,2,GEOG
cv857,2019 - 2020,2,CLAS
jw171,2019 - 2020,2,ENGL
cm464,2019 - 2020,2,RMLL
sg171,2019 - 2020,2,RMLL
mw847,2019 - 2020,2,ENGL
ed143,2019 - 2020,2,PHIL
rj180,2019 - 2020,2,EDUC
dw288,2019 - 2020,2,WRIT
sj419,2019 - 2020,2,PHAS
jr247,2019 - 2020,2,CLAS
ms585,2019 - 2020,2,EDUC
gb346,2019 - 2020,2,RMLL
th788,2019 - 2020,2,PBSC
dg431,2019 - 2020,2,ENGL
an720,2019 - 2020,2,HIST
tf800,2019 - 2020,2,SOAN
st470,2019 - 2020,2,SOAN
tg828,2019 - 2020,2,SOAN
dp176,2019 - 2020,2,RELG
mc886,2019 - 2020,2,RMLL
mg743,2019 - 2020,2,CLAS
gh682,2019 - 2020,2,RELG
hp615,2019 - 2020,2,GEOG
dt608,2019 - 2020,2,ECON
sf214,2019 - 2020,2,ARTS
cm224,2019 - 2020,2,COSC
kj227,2019 - 2020,2,EDUC
rf501,2019 - 2020,2,BIOL
tm353,2019 - 2020,2,ECON
db960,2019 - 2020,2,ARTS
es417,2019 - 2020,2,RELG
wb629,2019 - 2020,2,CLAS
ms288,2019 - 2020,2,ARTS
rw584,2019 - 2020,2,EDUC
am315,2019 - 2020,2,HIST
kj828,2019 - 2020,2,MUSI
ac607,2019 - 2020,2,ENGL
ad683,2019 - 2020,2,HIST
ks782,2019 - 2020,2,PBSC
jt926,2019 - 2020,2,RELG
bw550,2019 - 2020,2,HIST
bl490,2019 - 2020,2,EEGS
ek103,2019 - 2020,2,GEOG
bh924,2019 - 2020,2,THEA
ca248,2019 - 2020,2,ARTS
bh473,2019 - 2020,2,CLAS
vr669,2019 - 2020,2,EEGS
cw726,2019 - 2020,2,SOAN
dm387,2019 - 2020,2,SOAN
jc889,2019 - 2020,2,CLAS
dc203,2019 - 2020,2,ENGL
co327,2019 - 2020,2,HIST
sw119,2019 - 2020,2,HIST
sg357,2019 - 2020,2,ECON
sb286,2019 - 2020,2,CHEM
sw734,2019 - 2020,2,SOAN
jm686,2019 - 2020,2,RMLL
ma412,2019 - 2020,2,PBSC
dw276,2019 - 2020,2,ECON
ts300,2019 - 2020,2,BIOL
la466,2019 - 2020,2,RELG
lr388,2019 - 2020,2,SOAN
eb139,2019 - 2020,2,PBSC
cd184,2019 - 2020,2,HIST
jg958,2019 - 2020,2,SOAN
sc810,2019 - 2020,2,RMLL
cf847,2019 - 2020,2,POSC
pe958,2019 - 2020,2,GEOG
mg916,2019 - 2020,2,ARTS
et566,2019 - 2020,2,ARTS
cm619,2019 - 2020,2,RMLL
my865,2019 - 2020,2,GEOG
ss158,2019 - 2020,2,ENGL
my114,2019 - 2020,2,SOAN
sg878,2019 - 2020,2,RMLL
