student_id,department,academic_year
js279,ENGL,2019 - 2020
ec939,BIOL,2019 - 2020
ap454,BIOL,2019 - 2020
sm243,ENGL,2019 - 2020
jl453,ECON,2019 - 2020
em724,HIST,2019 - 2020
aw411,ARTS,2019 - 2020
jh603,ECON,2019 - 2020
bb222,EDUC,2019 - 2020
cw732,RELG,2019 - 2020
lp223,RMLL,2019 - 2020
as514,SOAN,2019 - 2020
jj777,EEGS,2019 - 2020
jb836,GEOG,2019 - 2020
cw277,ARTS,2019 - 2020
ks252,CLAS,2019 - 2020
kw919,EDUC,2019 - 2020
og185,GEOG,2019 - 2020
hk638,POSC,2019 - 2020
tt343,CHEM,2019 - 2020
gh906,HIST,2019 - 2020
dh580,CLAS,2019 - 2020
sg725,COSC,2019 - 2020
rs713,COSC,2019 - 2020
tn355,HIST,2019 - 2020
jb817,POSC,2019 - 2020
ah661,BIOL,2019 - 2020
db359,CHEM,2019 - 2020
bs654,RELG,2019 - 2020
tk682,EALL,2019 - 2020
cw231,RELG,2019 - 2020
tj444,THEA,2019 - 2020
bp904,EDUC,2019 - 2020
mf674,HIST,2019 - 2020
tr191,ARTS,2019 - 2020
la438,POSC,2019 - 2020
lr902,MATH,2019 - 2020
jq580,GEOG,2019 - 2020
hs736,BIOL,2019 - 2020
kj129,RELG,2019 - 2020
co255,ENGL,2019 - 2020
km521,ENGL,2019 - 2020
mt865,SOAN,2019 - 2020
bh548,ECON,2019 - 2020
bo479,ECON,2019 - 2020
nw868,ENGL,2019 - 2020
kr774,RMLL,2019 - 2020
vr504,ECON,2019 - 2020
dw905,SOAN,2019 - 2020
kh734,ENST,2019 - 2020
jw806,EDUC,2019 - 2020
vh147,RELG,2019 - 2020
bs735,SOAN,2019 - 2020
dm466,PBSC,2019 - 2020
nj756,RELG,2019 - 2020
eb279,RMLL,2019 - 2020
tm418,SOAN,2019 - 2020
mb539,BIOL,2019 - 2020
mb608,POSC,2019 - 2020
rn263,CHEM,2019 - 2020
th388,BIOL,2019 - 2020
jt663,RELG,2019 - 2020
mc931,HIST,2019 - 2020
bg372,GERM,2019 - 2020
al471,MATH,2019 - 2020
wb625,THEA,2019 - 2020
ch445,HIST,2019 - 2020
ss852,RMLL,2019 - 2020
ac356,PHIL,2019 - 2020
kd196,SOAN,2019 - 2020
rk300,ARTS,2019 - 2020
ja493,HIST,2019 - 2020
cl889,PHIL,2019 - 2020
db246,ARTS,2019 - 2020
rm518,ENST,2019 - 2020
wb636,PHAS,2019 - 2020
mm464,EDUC,2019 - 2020
ss751,EEGS,2019 - 2020
jm302,ARTS,2019 - 2020
kh307,PHIL,2019 - 2020
cc578,SOAN,2019 - 2020
bc650,EALL,2019 - 2020
mm919,PBSC,2019 - 2020
ap415,ENGL,2019 - 2020
cj619,COSC,2019 - 2020
br284,POSC,2019 - 2020
wm638,SOAN,2019 - 2020
rl109,RMLL,2019 - 2020
ab930,PBSC,2019 - 2020
yn548,CLAS,2019 - 2020
kh944,WRIT,2019 - 2020
mt729,MUSI,2019 - 2020
jl414,SOAN,2019 - 2020
am875,SOAN,2019 - 2020
jb242,EDUC,2019 - 2020
ba736,CLAS,2019 - 2020
rc841,POSC,2019 - 2020
lh727,ENST,2019 - 2020
jd335,EDUC,2019 - 2020
cs410,ENGL,2019 - 2020
rh320,EALL,2019 - 2020
cm767,WRIT,2019 - 2020
ps196,PBSC,2019 - 2020
dp337,MATH,2019 - 2020
ks905,CLAS,2019 - 2020
dm446,EEGS,2019 - 2020
nw877,PBSC,2019 - 2020
gh973,EDUC,2019 - 2020
wk210,RMLL,2019 - 2020
ta909,CHEM,2019 - 2020
jk992,PHAS,2019 - 2020
dw694,RMLL,2019 - 2020
dt409,ECON,2019 - 2020
db937,HIST,2019 - 2020
mb273,MUSI,2019 - 2020
jr611,ENGL,2019 - 2020
na511,ECON,2019 - 2020
jf229,EEGS,2019 - 2020
rp893,POSC,2019 - 2020
aw177,ENGL,2019 - 2020
cw922,EDUC,2019 - 2020
rs224,MUSI,2019 - 2020
wb553,CLAS,2019 - 2020
ch351,HIST,2019 - 2020
jf197,PBSC,2019 - 2020
mm271,HIST,2019 - 2020
al633,EALL,2019 - 2020
pd119,EEGS,2019 - 2020
km938,MATH,2019 - 2020
rh844,POSC,2019 - 2020
jh725,EALL,2019 - 2020
ab174,MELL,2019 - 2020
dg678,SOAN,2019 - 2020
mm208,ENGL,2019 - 2020
km195,MELL,2019 - 2020
mh597,EEGS,2019 - 2020
mh851,HIST,2019 - 2020
ec940,ECON,2019 - 2020
rl949,SOAN,2019 - 2020
ra271,POSC,2019 - 2020
ah468,ENST,2019 - 2020
ca410,EDUC,2019 - 2020
tf304,PHAS,2019 - 2020
cb246,ENGL,2019 - 2020
mr230,ARTS,2019 - 2020
er906,SOAN,2019 - 2020
ec415,RMLL,2019 - 2020
ml341,HIST,2019 - 2020
tc319,BIOL,2019 - 2020
ma226,ENGL,2019 - 2020
dj269,PHIL,2019 - 2020
rs231,GERM,2019 - 2020
rk811,SOAN,2019 - 2020
pp395,ECON,2019 - 2020
bl667,ECON,2019 - 2020
sb413,GEOG,2019 - 2020
ds845,EALL,2019 - 2020
sm288,CLAS,2019 - 2020
mb989,ARTS,2019 - 2020
cg212,RMLL,2019 - 2020
cb342,HIST,2019 - 2020
cd336,PHIL,2019 - 2020
sm460,RMLL,2019 - 2020
km404,EALL,2019 - 2020
ks808,SOAN,2019 - 2020
so787,EDUC,2019 - 2020
bk448,PBSC,2019 - 2020
er653,SOAN,2019 - 2020
nb930,COSC,2019 - 2020
mm599,MUSI,2019 - 2020
ps704,HIST,2019 - 2020
th407,PBSC,2019 - 2020
ps655,GERM,2019 - 2020
ab110,WRIT,2019 - 2020
je312,ENGL,2019 - 2020
kp603,BIOL,2019 - 2020
ps477,SOAN,2019 - 2020
kg236,COSC,2019 - 2020
gm673,MATH,2019 - 2020
sm954,ECON,2019 - 2020
eo812,GEOG,2019 - 2020
cb908,EALL,2019 - 2020
ht367,ENST,2019 - 2020
mh291,ENGL,2019 - 2020
jp148,MELL,2019 - 2020
sm664,ENST,2019 - 2020
aa247,GEOG,2019 - 2020
bs818,EEGS,2019 - 2020
yw870,ENGL,2019 - 2020
jh169,ARTS,2019 - 2020
cs647,ECON,2019 - 2020
kw134,PHAS,2019 - 2020
mh318,ENGL,2019 - 2020
jf773,HIST,2019 - 2020
bc870,ENGL,2019 - 2020
kg431,WRIT,2019 - 2020
vm416,EEGS,2019 - 2020
mt926,PBSC,2019 - 2020
mm689,SOAN,2019 - 2020
tm314,HIST,2019 - 2020
wg279,HIST,2019 - 2020
tr870,ARTS,2019 - 2020
ag292,PHAS,2019 - 2020
jh596,COSC,2019 - 2020
lr330,RMLL,2019 - 2020
cj507,ECON,2019 - 2020
bj751,POSC,2019 - 2020
gh808,RELG,2019 - 2020
aa212,PHAS,2019 - 2020
sj937,COSC,2019 - 2020
mg815,RELG,2019 - 2020
mc676,SOAN,2019 - 2020
cb474,POSC,2019 - 2020
mt636,COSC,2019 - 2020
cp502,RMLL,2019 - 2020
kr904,MELL,2019 - 2020
ds483,ENGL,2019 - 2020
ml247,SOAN,2019 - 2020
tb128,CLAS,2019 - 2020
rm729,SOAN,2019 - 2020
sb765,PHIL,2019 - 2020
vw846,HIST,2019 - 2020
th800,SOAN,2019 - 2020
jr302,COSC,2019 - 2020
aj245,ARTS,2019 - 2020
sl643,PBSC,2019 - 2020
jr230,HIST,2019 - 2020
fm230,SOAN,2019 - 2020
bc669,EDUC,2019 - 2020
tj986,MATH,2019 - 2020
vt425,EDUC,2019 - 2020
cg228,PBSC,2019 - 2020
hm778,WRIT,2019 - 2020
tg307,PHAS,2019 - 2020
jj390,EDUC,2019 - 2020
jc805,RMLL,2019 - 2020
je158,CLAS,2019 - 2020
nm268,ENGL,2019 - 2020
sc444,EDUC,2019 - 2020
tp434,BIOL,2019 - 2020
ls579,SOAN,2019 - 2020
jh144,MATH,2019 - 2020
gm379,POSC,2019 - 2020
km826,RMLL,2019 - 2020
lm990,POSC,2019 - 2020
km499,SOAN,2019 - 2020
sj518,PHIL,2019 - 2020
jb561,EDUC,2019 - 2020
jp538,EALL,2019 - 2020
aj862,POSC,2019 - 2020
sp799,POSC,2019 - 2020
mw494,HIST,2019 - 2020
dh413,BIOL,2019 - 2020
ac525,COSC,2019 - 2020
kw718,PHIL,2019 - 2020
bm109,ARTS,2019 - 2020
jb307,EDUC,2019 - 2020
bb532,HIST,2019 - 2020
jf944,HIST,2019 - 2020
am166,GERM,2019 - 2020
pp621,ENGL,2019 - 2020
er731,EDUC,2019 - 2020
sh995,ENGL,2019 - 2020
rn969,GEOG,2019 - 2020
ac746,GERM,2019 - 2020
sg186,MATH,2019 - 2020
lj823,HIST,2019 - 2020
ma158,ARTS,2019 - 2020
nr135,RMLL,2019 - 2020
sw785,GERM,2019 - 2020
ll487,ENGL,2019 - 2020
mp791,PBSC,2019 - 2020
sw343,BIOL,2019 - 2020
ms239,HIST,2019 - 2020
me461,CHEM,2019 - 2020
tm391,CHEM,2019 - 2020
sm345,MATH,2019 - 2020
tt402,MUSI,2019 - 2020
jg101,COSC,2019 - 2020
rc975,MUSI,2019 - 2020
dr545,EALL,2019 - 2020
dc496,ENGL,2019 - 2020
ar786,EDUC,2019 - 2020
br494,THEA,2019 - 2020
mh377,EDUC,2019 - 2020
gr714,SOAN,2019 - 2020
cs518,BIOL,2019 - 2020
md975,THEA,2019 - 2020
ds531,SOAN,2019 - 2020
sk807,THEA,2019 - 2020
ld831,BIOL,2019 - 2020
mf568,PBSC,2019 - 2020
jt487,POSC,2019 - 2020
sh863,SOAN,2019 - 2020
rh169,HIST,2019 - 2020
cj614,SOAN,2019 - 2020
ga668,RMLL,2019 - 2020
jm551,ENGL,2019 - 2020
cm866,POSC,2019 - 2020
jk276,PBSC,2019 - 2020
dr736,RMLL,2019 - 2020
lw294,ARTS,2019 - 2020
kf585,ARTS,2019 - 2020
md746,ENGL,2019 - 2020
ls903,HIST,2019 - 2020
ah375,SOAN,2019 - 2020
lh832,HIST,2019 - 2020
bt984,RMLL,2019 - 2020
rr816,HIST,2019 - 2020
aa800,THEA,2019 - 2020
fb222,PHIL,2019 - 2020
cf539,POSC,2019 - 2020
ls108,WRIT,2019 - 2020
vj826,EDUC,2019 - 2020
rb222,ARTS,2019 - 2020
dc612,ENST,2019 - 2020
mt851,ECON,2019 - 2020
dm556,RMLL,2019 - 2020
ae566,THEA,2019 - 2020
eh563,SOAN,2019 - 2020
sp482,ARTS,2019 - 2020
wt678,WRIT,2019 - 2020
rm250,RMLL,2019 - 2020
jr406,PHAS,2019 - 2020
tm377,RMLL,2019 - 2020
rr496,RELG,2019 - 2020
jc936,RELG,2019 - 2020
jw585,RMLL,2019 - 2020
jk118,EDUC,2019 - 2020
mo493,SOAN,2019 - 2020
ar552,EDUC,2019 - 2020
gk618,POSC,2019 - 2020
sc638,ARTS,2019 - 2020
dd319,COSC,2019 - 2020
sj996,POSC,2019 - 2020
sl123,EALL,2019 - 2020
cl536,HIST,2019 - 2020
cc138,THEA,2019 - 2020
gv973,ARTS,2019 - 2020
sd941,SOAN,2019 - 2020
ja602,ARTS,2019 - 2020
sw610,COSC,2019 - 2020
sc752,EDUC,2019 - 2020
tv821,BIOL,2019 - 2020
cb482,THEA,2019 - 2020
dm705,POSC,2019 - 2020
tm122,POSC,2019 - 2020
ms605,SOAN,2019 - 2020
al340,ENGL,2019 - 2020
rt616,SOAN,2019 - 2020
jv940,ARTS,2019 - 2020
lc894,PHAS,2019 - 2020
jm955,COSC,2019 - 2020
cl833,CHEM,2019 - 2020
lr469,ARTS,2019 - 2020
ah658,SOAN,2019 - 2020
sl662,ARTS,2019 - 2020
so953,HIST,2019 - 2020
em347,ENST,2019 - 2020
ab817,CHEM,2019 - 2020
rl933,SOAN,2019 - 2020
tm225,PHAS,2019 - 2020
ml810,COSC,2019 - 2020
ms532,ARTS,2019 - 2020
cj472,POSC,2019 - 2020
jc179,POSC,2019 - 2020
gb968,CLAS,2019 - 2020
jt472,GERM,2019 - 2020
ds748,POSC,2019 - 2020
kj448,HIST,2019 - 2020
rh995,POSC,2019 - 2020
dh547,GEOG,2019 - 2020
nc512,SOAN,2019 - 2020
th921,RMLL,2019 - 2020
rm357,ARTS,2019 - 2020
ss116,PBSC,2019 - 2020
kv212,PHAS,2019 - 2020
rg533,GERM,2019 - 2020
nm810,ARTS,2019 - 2020
as693,EDUC,2019 - 2020
mc619,PHIL,2019 - 2020
rs890,WRIT,2019 - 2020
nw949,COSC,2019 - 2020
bf946,RMLL,2019 - 2020
tr202,ENGL,2019 - 2020
bc100,POSC,2019 - 2020
mh439,CHEM,2019 - 2020
jl727,EDUC,2019 - 2020
ah465,ARTS,2019 - 2020
jf372,SOAN,2019 - 2020
kr245,ENST,2019 - 2020
ab683,EDUC,2019 - 2020
dg716,CHEM,2019 - 2020
dl439,HIST,2019 - 2020
sg976,COSC,2019 - 2020
bs218,ENST,2019 - 2020
jh268,PBSC,2019 - 2020
mf580,HIST,2019 - 2020
er399,HIST,2019 - 2020
an448,RMLL,2019 - 2020
km453,COSC,2019 - 2020
cr805,EDUC,2019 - 2020
js306,EDUC,2019 - 2020
hd734,POSC,2019 - 2020
kj283,ENGL,2019 - 2020
hh407,SOAN,2019 - 2020
sa177,POSC,2019 - 2020
eb114,SOAN,2019 - 2020
jm602,POSC,2019 - 2020
ar965,HIST,2019 - 2020
el316,HIST,2019 - 2020
dc687,PBSC,2019 - 2020
sm404,CLAS,2019 - 2020
rh964,EEGS,2019 - 2020
cd609,RMLL,2019 - 2020
sr475,ECON,2019 - 2020
ts668,COSC,2019 - 2020
ch977,WRIT,2019 - 2020
hp953,POSC,2019 - 2020
sg206,RMLL,2019 - 2020
bc583,PHIL,2019 - 2020
as688,COSC,2019 - 2020
aw283,ARTS,2019 - 2020
mh496,CLAS,2019 - 2020
an106,ENST,2019 - 2020
mm605,PBSC,2019 - 2020
gs905,HIST,2019 - 2020
cb651,CLAS,2019 - 2020
sa402,ENGL,2019 - 2020
aa888,ARTS,2019 - 2020
dn144,CLAS,2019 - 2020
tw245,ENGL,2019 - 2020
kw524,ECON,2019 - 2020
th259,POSC,2019 - 2020
cs107,HIST,2019 - 2020
js534,ENGL,2019 - 2020
ja348,BIOL,2019 - 2020
ds433,HIST,2019 - 2020
af161,HIST,2019 - 2020
ah625,PBSC,2019 - 2020
kr280,EEGS,2019 - 2020
sw612,ECON,2019 - 2020
km276,EEGS,2019 - 2020
ks901,BIOL,2019 - 2020
af146,SOAN,2019 - 2020
jc318,POSC,2019 - 2020
hh816,BIOL,2019 - 2020
dm176,BIOL,2019 - 2020
km460,PHIL,2019 - 2020
hs495,MELL,2019 - 2020
af252,SOAN,2019 - 2020
mj943,HIST,2019 - 2020
dl739,THEA,2019 - 2020
lw559,THEA,2019 - 2020
co394,HIST,2019 - 2020
mg120,SOAN,2019 - 2020
sb811,ENGL,2019 - 2020
bj990,PBSC,2019 - 2020
vr457,WRIT,2019 - 2020
ls769,ARTS,2019 - 2020
ws228,RMLL,2019 - 2020
ab749,HIST,2019 - 2020
mt678,ECON,2019 - 2020
lw477,PHAS,2019 - 2020
bj292,POSC,2019 - 2020
mg898,GERM,2019 - 2020
el499,CHEM,2019 - 2020
jc186,RELG,2019 - 2020
hw539,PHIL,2019 - 2020
af219,BIOL,2019 - 2020
mp484,HIST,2019 - 2020
eb719,MATH,2019 - 2020
tf221,HIST,2019 - 2020
jj663,PBSC,2019 - 2020
ja284,PHAS,2019 - 2020
lo813,SOAN,2019 - 2020
ph237,BIOL,2019 - 2020
cs250,EDUC,2019 - 2020
jb619,BIOL,2019 - 2020
kb276,ECON,2019 - 2020
mh481,ENGL,2019 - 2020
td540,PHIL,2019 - 2020
db759,ENGL,2019 - 2020
aj494,GEOG,2019 - 2020
jv462,CHEM,2019 - 2020
eh879,RMLL,2019 - 2020
jb944,ECON,2019 - 2020
sm761,THEA,2019 - 2020
br313,POSC,2019 - 2020
ed599,MUSI,2019 - 2020
ra289,EDUC,2019 - 2020
im330,HIST,2019 - 2020
er114,BIOL,2019 - 2020
es276,RMLL,2019 - 2020
km387,ARTS,2019 - 2020
mm635,BIOL,2019 - 2020
de888,HIST,2019 - 2020
hd239,ARTS,2019 - 2020
kg347,GEOG,2019 - 2020
jc473,ENGL,2019 - 2020
rm654,EDUC,2019 - 2020
tc718,COSC,2019 - 2020
gh361,EDUC,2019 - 2020
mj804,MUSI,2019 - 2020
sb401,CHEM,2019 - 2020
jc246,ARTS,2019 - 2020
kt255,MELL,2019 - 2020
js698,RMLL,2019 - 2020
ca643,GERM,2019 - 2020
th962,CHEM,2019 - 2020
bs987,RMLL,2019 - 2020
ns637,COSC,2019 - 2020
cb324,HIST,2019 - 2020
aw836,ENST,2019 - 2020
bs344,THEA,2019 - 2020
kt222,HIST,2019 - 2020
lj310,EEGS,2019 - 2020
ra177,ENGL,2019 - 2020
ch784,WRIT,2019 - 2020
em378,ECON,2019 - 2020
ka372,PHAS,2019 - 2020
jj138,ECON,2019 - 2020
rg582,MELL,2019 - 2020
cd754,HIST,2019 - 2020
wg991,HIST,2019 - 2020
eb382,PBSC,2019 - 2020
ad651,EDUC,2019 - 2020
lr605,ARTS,2019 - 2020
mj546,PHIL,2019 - 2020
kw331,PBSC,2019 - 2020
kg527,SOAN,2019 - 2020
ms694,SOAN,2019 - 2020
mm912,HIST,2019 - 2020
bf730,RELG,2019 - 2020
jc165,POSC,2019 - 2020
ct915,SOAN,2019 - 2020
rs754,GEOG,2019 - 2020
ae220,THEA,2019 - 2020
bm264,RELG,2019 - 2020
gb923,EEGS,2019 - 2020
yj685,BIOL,2019 - 2020
eh393,ARTS,2019 - 2020
nb900,THEA,2019 - 2020
mr882,EDUC,2019 - 2020
bl144,ARTS,2019 - 2020
dl454,EALL,2019 - 2020
zw837,RELG,2019 - 2020
dj320,PBSC,2019 - 2020
jd769,PHAS,2019 - 2020
jm230,POSC,2019 - 2020
tm481,ENGL,2019 - 2020
ja701,RMLL,2019 - 2020
jd919,HIST,2019 - 2020
ew851,BIOL,2019 - 2020
mv877,GEOG,2019 - 2020
cs170,SOAN,2019 - 2020
jc411,PBSC,2019 - 2020
jp667,POSC,2019 - 2020
hb263,ENGL,2019 - 2020
kh870,ARTS,2019 - 2020
tb595,ECON,2019 - 2020
kw737,PBSC,2019 - 2020
jh503,EEGS,2019 - 2020
jj212,THEA,2019 - 2020
bd965,RMLL,2019 - 2020
lf892,SOAN,2019 - 2020
ml761,HIST,2019 - 2020
ms618,EALL,2019 - 2020
mm652,ECON,2019 - 2020
cj803,PBSC,2019 - 2020
yn711,EDUC,2019 - 2020
mr376,SOAN,2019 - 2020
bj678,POSC,2019 - 2020
cp842,POSC,2019 - 2020
dm498,ECON,2019 - 2020
ka938,COSC,2019 - 2020
kd321,PBSC,2019 - 2020
dj309,ECON,2019 - 2020
kc720,SOAN,2019 - 2020
cs649,ENST,2019 - 2020
sj361,ARTS,2019 - 2020
jb980,ENGL,2019 - 2020
pr279,THEA,2019 - 2020
fm260,GERM,2019 - 2020
dt118,SOAN,2019 - 2020
cl660,WRIT,2019 - 2020
cn251,COSC,2019 - 2020
db866,RMLL,2019 - 2020
hi237,RMLL,2019 - 2020
ts992,GEOG,2019 - 2020
ca219,SOAN,2019 - 2020
bs180,ARTS,2019 - 2020
sh112,MUSI,2019 - 2020
tt293,MATH,2019 - 2020
ml335,PBSC,2019 - 2020
sb344,PBSC,2019 - 2020
jg558,HIST,2019 - 2020
tw422,POSC,2019 - 2020
jw208,PHIL,2019 - 2020
er851,ARTS,2019 - 2020
am297,PBSC,2019 - 2020
ab746,HIST,2019 - 2020
cm236,BIOL,2019 - 2020
jc767,EDUC,2019 - 2020
jm309,PHAS,2019 - 2020
kc141,POSC,2019 - 2020
lj569,BIOL,2019 - 2020
mp447,CLAS,2019 - 2020
jw910,ENGL,2019 - 2020
bm957,WRIT,2019 - 2020
pm761,ECON,2019 - 2020
kl823,ECON,2019 - 2020
eb599,ENGL,2019 - 2020
ke148,EDUC,2019 - 2020
mg508,ECON,2019 - 2020
td527,EDUC,2019 - 2020
mg742,ARTS,2019 - 2020
vw686,CLAS,2019 - 2020
jj233,GERM,2019 - 2020
ap936,PBSC,2019 - 2020
gv863,BIOL,2019 - 2020
ch766,ENGL,2019 - 2020
hr868,MATH,2019 - 2020
jc743,RMLL,2019 - 2020
ms981,ARTS,2019 - 2020
ms149,ENGL,2019 - 2020
sw957,POSC,2019 - 2020
jb266,SOAN,2019 - 2020
mb560,PHIL,2019 - 2020
kg949,ENGL,2019 - 2020
dd249,EALL,2019 - 2020
tg608,HIST,2019 - 2020
rw201,ENST,2019 - 2020
tl551,WRIT,2019 - 2020
ss563,HIST,2019 - 2020
cj596,MUSI,2019 - 2020
sm381,HIST,2019 - 2020
mw722,ECON,2019 - 2020
kb414,EEGS,2019 - 2020
dh589,RMLL,2019 - 2020
ab988,BIOL,2019 - 2020
jh668,BIOL,2019 - 2020
tc959,PBSC,2019 - 2020
lh896,ENGL,2019 - 2020
ct652,POSC,2019 - 2020
bt904,BIOL,2019 - 2020
jw762,HIST,2019 - 2020
sd248,RMLL,2019 - 2020
rj893,BIOL,2019 - 2020
dr902,EALL,2019 - 2020
jm506,SOAN,2019 - 2020
cg644,SOAN,2019 - 2020
sh170,PHAS,2019 - 2020
pm194,BIOL,2019 - 2020
bs391,RELG,2019 - 2020
at892,ECON,2019 - 2020
dh462,ENGL,2019 - 2020
rw654,ENGL,2019 - 2020
la452,ENGL,2019 - 2020
st457,ARTS,2019 - 2020
pm103,EDUC,2019 - 2020
sh834,ARTS,2019 - 2020
ag753,CHEM,2019 - 2020
jl285,GERM,2019 - 2020
pw712,ARTS,2019 - 2020
hm990,PBSC,2019 - 2020
tb733,EALL,2019 - 2020
dm683,PHIL,2019 - 2020
jd169,CLAS,2019 - 2020
sm934,BIOL,2019 - 2020
cw381,ENGL,2019 - 2020
cs634,PHAS,2019 - 2020
tp787,COSC,2019 - 2020
cc927,EDUC,2019 - 2020
jb992,PHIL,2019 - 2020
lg233,SOAN,2019 - 2020
jm527,CHEM,2019 - 2020
cs360,ECON,2019 - 2020
jg323,PHAS,2019 - 2020
rs418,RELG,2019 - 2020
jb930,EEGS,2019 - 2020
dj300,PBSC,2019 - 2020
hs558,CHEM,2019 - 2020
ac407,ECON,2019 - 2020
rt255,COSC,2019 - 2020
jw123,HIST,2019 - 2020
as841,EALL,2019 - 2020
ek754,EEGS,2019 - 2020
mh604,ENGL,2019 - 2020
db213,CHEM,2019 - 2020
ac197,EDUC,2019 - 2020
mr242,HIST,2019 - 2020
sm387,RELG,2019 - 2020
km883,THEA,2019 - 2020
lb632,HIST,2019 - 2020
jc851,PBSC,2019 - 2020
kj123,HIST,2019 - 2020
tb274,CLAS,2019 - 2020
br369,PHAS,2019 - 2020
ca259,ECON,2019 - 2020
mw155,RELG,2019 - 2020
ah968,POSC,2019 - 2020
dl502,HIST,2019 - 2020
kw111,ENGL,2019 - 2020
an978,PHIL,2019 - 2020
mr128,COSC,2019 - 2020
kr858,MUSI,2019 - 2020
mm626,SOAN,2019 - 2020
vw614,HIST,2019 - 2020
ap443,SOAN,2019 - 2020
ph685,ARTS,2019 - 2020
mt417,HIST,2019 - 2020
mj389,ENGL,2019 - 2020
jw460,HIST,2019 - 2020
kw634,HIST,2019 - 2020
jb798,SOAN,2019 - 2020
ap910,SOAN,2019 - 2020
ks833,BIOL,2019 - 2020
dg761,SOAN,2019 - 2020
ca258,ENGL,2019 - 2020
pj208,PBSC,2019 - 2020
lw739,ENST,2019 - 2020
dw827,GERM,2019 - 2020
md268,ECON,2019 - 2020
rb565,HIST,2019 - 2020
hf422,CLAS,2019 - 2020
po935,EALL,2019 - 2020
jk836,SOAN,2019 - 2020
jk944,ENST,2019 - 2020
tb226,BIOL,2019 - 2020
rb388,ARTS,2019 - 2020
sr521,RELG,2019 - 2020
ph587,ENGL,2019 - 2020
bl983,GERM,2019 - 2020
rd652,HIST,2019 - 2020
tg667,ARTS,2019 - 2020
tm647,CHEM,2019 - 2020
rs460,PBSC,2019 - 2020
jw797,MUSI,2019 - 2020
ah542,ARTS,2019 - 2020
rm586,CLAS,2019 - 2020
wm234,POSC,2019 - 2020
jp835,PHAS,2019 - 2020
my713,WRIT,2019 - 2020
lm920,GERM,2019 - 2020
hh195,ECON,2019 - 2020
el708,RMLL,2019 - 2020
cm493,MUSI,2019 - 2020
kh844,POSC,2019 - 2020
dw474,PHAS,2019 - 2020
sl407,COSC,2019 - 2020
kn385,HIST,2019 - 2020
sm295,EDUC,2019 - 2020
jh805,WRIT,2019 - 2020
gb813,SOAN,2019 - 2020
kf999,HIST,2019 - 2020
kb938,GEOG,2019 - 2020
ka728,SOAN,2019 - 2020
bj289,ENGL,2019 - 2020
mw997,EDUC,2019 - 2020
ck684,ECON,2019 - 2020
mb956,ENGL,2019 - 2020
st912,MUSI,2019 - 2020
pm949,CHEM,2019 - 2020
ps600,ENGL,2019 - 2020
zw154,GEOG,2019 - 2020
th220,ARTS,2019 - 2020
al487,MATH,2019 - 2020
sg570,THEA,2019 - 2020
dc761,MELL,2019 - 2020
vw414,COSC,2019 - 2020
mr726,ECON,2019 - 2020
jw207,ARTS,2019 - 2020
jh864,POSC,2019 - 2020
ed973,POSC,2019 - 2020
ds829,HIST,2019 - 2020
sm238,SOAN,2019 - 2020
wc578,ENGL,2019 - 2020
dp231,ARTS,2019 - 2020
ao862,THEA,2019 - 2020
nm566,SOAN,2019 - 2020
nl605,MATH,2019 - 2020
jh882,EEGS,2019 - 2020
jg449,EDUC,2019 - 2020
bl460,EEGS,2019 - 2020
lc122,ENGL,2019 - 2020
mr513,MATH,2019 - 2020
rh675,POSC,2019 - 2020
vd784,WRIT,2019 - 2020
am767,CLAS,2019 - 2020
jj695,PHAS,2019 - 2020
rs638,MUSI,2019 - 2020
jp283,POSC,2019 - 2020
rl808,ENST,2019 - 2020
do688,PHAS,2019 - 2020
jw845,COSC,2019 - 2020
sw229,RELG,2019 - 2020
mr542,ENGL,2019 - 2020
nm368,BIOL,2019 - 2020
mt831,PBSC,2019 - 2020
tw743,ECON,2019 - 2020
ac722,SOAN,2019 - 2020
kr839,EEGS,2019 - 2020
sa362,PHIL,2019 - 2020
jg264,MUSI,2019 - 2020
jh332,POSC,2019 - 2020
ah849,ARTS,2019 - 2020
cr339,SOAN,2019 - 2020
th134,WRIT,2019 - 2020
jr781,EEGS,2019 - 2020
ka489,SOAN,2019 - 2020
sj411,ENST,2019 - 2020
rj981,EEGS,2019 - 2020
rr885,RELG,2019 - 2020
mc380,EDUC,2019 - 2020
pb747,ECON,2019 - 2020
sl845,SOAN,2019 - 2020
db427,PHIL,2019 - 2020
dm299,GEOG,2019 - 2020
cc633,CLAS,2019 - 2020
nw489,BIOL,2019 - 2020
kt617,SOAN,2019 - 2020
ks702,PHAS,2019 - 2020
jm849,ECON,2019 - 2020
kc191,GEOG,2019 - 2020
jo542,ENGL,2019 - 2020
ss381,ECON,2019 - 2020
jw139,WRIT,2019 - 2020
rc838,SOAN,2019 - 2020
cn495,ARTS,2019 - 2020
rg485,GEOG,2019 - 2020
rw544,ARTS,2019 - 2020
bp225,EDUC,2019 - 2020
gr618,ARTS,2019 - 2020
wn315,MATH,2019 - 2020
rl551,ARTS,2019 - 2020
ch570,EEGS,2019 - 2020
ht131,PHIL,2019 - 2020
lb737,ENST,2019 - 2020
lg952,ENGL,2019 - 2020
rm786,CLAS,2019 - 2020
lt121,ARTS,2019 - 2020
rc715,ARTS,2019 - 2020
jt230,ECON,2019 - 2020
tt195,EDUC,2019 - 2020
jt992,POSC,2019 - 2020
